85.524026165,74.0106302043,37.8975058279,58.7045974864,24.8381580214,59.8586468319,5.39656369421,85.5753039323,36.4342042292,34.5413165417,38.2020474367,19.1682178297,91.9072421242,62.4117621066,62.4465590332,60.9841660994,33.0845856364,2.49611505137,94.4507626928,83.9089387128,90.4401465722,44.806093229,62.1604584332,84.9534194902,73.1993716403,28.0938733632,34.2370729455,78.823250385,46.8479817257,99.5746598621,98.021093313,80.399147214,21.2362624861,3.45778886332,28.9113886047,22.1520491718,88.4951839246,72.600126646,18.2786102862,2.97988073225,22.8217518648,90.4008062822,37.6607064066,22.829126484,84.278824096,99.3598852746,32.1781580624,22.6326822674,52.8679635716,64.5174055161
83.5933419635,69.8149056641,41.2992092997,55.7787074172,23.2673011,62.9913713591,6.68723751751,78.6247044962,29.6109316553,34.2122209715,38.4418176914,23.5681963972,93.3084417882,61.8415662024,65.8953789849,63.9978396671,30.6523041195,6.99440777439,99.7321050259,82.0909224447,91.6075660461,48.68604368,59.9979908504,84.9299906314,70.4638191717,30.427272556,31.2861309157,77.1756405451,51.7834397129,96.0604468954,92.8265464992,71.4696475557,25.6743710428,9.72962877483,27.4237014474,21.1454771512,96.3272944223,76.3698362994,12.8217577146,7.93050785107,21.8435769108,97.1893659491,32.0962373068,15.5247197812,83.9036339881,96.3674006972,29.9050602628,28.8744245012,55.7059422583,59.6143596962
88.2107696891,71.5635759515,40.9888332652,53.2228445004,24.9324418269,64.9180453029,-0.00505264697369,77.1207658482,25.4044578744,30.1977746266,35.9193135726,20.6041088085,93.761410017,66.0078622612,60.9360091659,60.805654317,26.919069226,9.38831322624,96.6233376399,84.8318701712,91.3850686013,43.6269761863,56.3420254852,85.7870733558,75.1865017966,30.0595404727,32.8657420266,70.8282170982,50.1103137308,100.932204224,93.353947167,79.992231501,22.8007978711,5.62753634722,25.8494055074,24.4524614989,92.3745643443,74.0179829176,13.0374301891,12.6426681736,20.9974768635,89.441535298,34.5629129153,25.1319034793,80.7368564818,97.403481657,26.256049866,28.9521526342,50.6010557111,57.3721237553
88.9148294758,71.8013239597,39.8108690768,54.191054719,26.2537720631,63.3446029123,-0.404459319709,74.9639486213,29.6995169179,40.2123570735,32.7901084697,19.7871209086,89.5919520978,62.4227636985,58.0943612567,60.8375352539,31.9836818575,8.77302963821,99.5065770332,84.9875089193,96.3571547892,43.8092384409,57.9209494957,85.0387343219,76.4099194729,30.9539931598,35.5927058405,69.7860735146,53.448383046,104.129936401,87.5379099081,75.0467893262,26.0878749293,6.23996447906,27.1418891365,24.0069546357,93.3778698144,76.0990567755,12.1317988286,10.4786928574,27.6698892488,87.8525818863,36.0915814612,20.2585589503,81.7463814746,92.4770653664,33.961875937,22.7681727785,58.895017533,57.8061283179
91.5334453712,68.8577744078,44.7847498397,63.5906681221,30.3522020377,57.0052115422,4.66990196151,79.0365211168,29.9565411755,35.933345497,34.1631613086,23.2068037662,92.7972211674,60.4103776887,59.9377446018,60.1554158104,38.6762120333,12.7131201743,100.940190724,83.3174442323,94.6204013093,51.8293845645,61.8313561159,89.503989597,72.4127790827,33.6548279428,29.8449327294,80.0452077221,50.3612000726,98.1153660873,98.1618889632,77.4271476844,25.9577706124,7.90538159125,31.0305637209,20.3585367628,84.4421994875,71.913953066,9.01324866578,17.6781909987,24.0055519932,89.3873118061,30.8226269012,23.6915818435,83.8312105592,97.1719728723,29.6618345552,23.010149303,50.8346032377,61.3360966931
89.2935143104,70.3023030754,43.1277743443,50.9069956734,24.979442745,57.4476170412,1.89047705012,75.0990358606,31.8805523797,34.5859572004,36.577000693,24.4736484361,94.687615833,62.5108930727,65.2995542389,59.2898066107,35.1162027391,10.295137638,100.650274143,83.4682827508,92.1316964024,47.8272086908,59.1869761078,85.5504871166,70.2511369093,32.6119995536,39.3599079738,77.4936069862,50.6315754682,102.337596256,97.7675515396,78.1411608427,21.8085264369,7.10187171459,24.6133220359,23.8511891968,88.5055639361,75.6882868036,10.6309996298,14.685358882,20.6590602637,86.5490670071,34.5936180107,18.0687259253,86.9959557218,94.9093522272,29.3888239925,25.2960195329,54.3134394036,55.4203253643
89.2784356511,67.2078116634,37.202868573,57.4258509574,22.94586378,55.2773039686,-0.00788393336339,84.4871899987,30.6839237463,34.2310063579,38.6541763253,20.5704917111,89.3865530115,57.4989837657,62.1159936825,56.6665347531,29.4231564023,8.30356830422,96.4828197335,83.8278923825,92.0579803449,50.4806741221,60.6643906984,87.5846414787,67.0259926295,32.4825551029,34.1064971398,74.6019084693,43.2496870868,94.7083529378,97.3280917128,79.2097302319,28.9345156492,1.05167923751,27.4266487189,18.8515182857,87.9473711217,70.5833498359,17.1227599452,8.16845187119,26.5387509288,92.8503487055,33.1640040498,25.2015899233,87.5785532162,96.5391813114,34.6988874693,19.2443017344,53.7146855741,54.6553282876
86.3623252698,78.6087136593,40.6439569027,54.8930454767,27.7150067636,58.2835402231,1.95816083981,78.2302048267,35.2389119758,40.8298270677,32.3576687797,21.3530837966,87.3491184485,58.8678097107,64.2899940762,57.8069736017,29.2517790294,-0.159718168007,101.453453993,81.9291142547,89.7411628518,52.3427205072,59.602602979,84.1080142084,71.4990173377,38.0225310328,31.6701589542,69.8259337221,52.1142815547,100.054545935,94.7158857549,80.1323105861,22.0051574319,5.19128002954,27.622182229,20.9033812301,91.1041824598,72.5844656757,18.2403486303,7.88480614287,24.0001504523,88.0826760984,34.3799753958,18.5329524063,84.4662911149,101.165537749,30.5361582667,18.6824099721,46.9581451197,56.9444833376
85.6770293982,66.9163714592,36.7936368611,50.1476490603,24.8062690525,59.2659639215,4.66173959113,79.7939057084,29.733917582,36.7651803308,36.2290557649,25.2746911779,89.1468638726,62.9892633031,67.4906873784,55.6915760146,29.4060026391,10.4028379729,98.0090830147,88.891731692,92.0971135099,45.2118277563,60.919930796,85.6277235901,75.3643475878,31.1235613746,30.304954781,71.4744492887,47.8670850947,100.040067647,99.105891295,75.4852426114,19.7216692964,5.6570784678,30.0424594927,20.2375875368,86.0468906682,77.8445918407,5.49695170094,8.1018356294,16.5126384028,86.5184726043,38.3247290444,18.4202617807,87.4036436181,98.232676817,29.6609925773,22.5272208688,52.4258815496,54.3331101698
87.9555178992,76.3102376901,40.0688192656,56.9696766046,31.3297760695,65.4578293372,3.44081668148,79.6418975749,31.223627458,40.0895530211,35.9968916105,20.0248055048,85.7505364622,68.8106209308,67.7815031925,58.2708523303,28.2144317782,7.72193802131,103.967539768,83.1443007505,96.9729123284,45.5730777901,63.5268008185,83.1942246654,69.0811971025,33.2225453694,31.0367210519,72.7984911992,48.2298346344,99.5353144138,94.3360592882,76.8607932542,26.2562285597,4.60159938413,31.0752963258,22.0218289915,90.4080976245,73.7656606932,12.2209182921,8.77332589057,22.2030282987,85.3699555341,30.6590548734,18.8503155571,78.2680797594,92.5928388375,33.9046467114,21.6899157571,53.4949326369,59.5360440193
