29.9637541784,101.257449151
22.3662797042,98.1333938461
21.1109615533,103.947769588
19.4671493719,96.7575181267
26.1604639116,97.3376326407
24.7981013577,95.0471909066
22.174611876,99.3946228219
24.959391944,101.073959366
23.3033566211,103.972723961
22.0636458878,98.5244836766
22.1951803593,98.1538772997
23.523542408,100.271119502
25.4925671035,95.1339356166
20.4349916137,98.0348501274
17.9800769513,96.9114426503
24.3601421805,99.6515450503
20.9658039298,99.4406450817
24.0946636051,98.7623100891
24.4115312122,100.39722384
25.1012035236,104.303785705
22.3423078855,96.9894898299
29.2780811405,101.096282678
23.5146474069,104.136343099
20.6894850848,97.2468074942
21.5245021791,96.2170567698
17.2142669344,94.6466562372
19.1875913858,96.845818238
25.7825712894,95.9400388966
22.9635672349,93.9513230773
23.7706129847,100.595550382
27.7732230542,97.4509425302
29.425626267,97.2703692357
25.8361753634,99.4729197604
30.0596431946,98.9214350343
18.1223773591,100.784602316
24.5093591391,99.1322791028
24.440464177,93.2816826011
25.3664308625,98.4130342164
23.0089668386,96.4179033838
27.1355643608,91.6263794556
21.8881474957,97.7803055377
28.2084063614,106.58429336
21.5571658351,100.534602878
21.6767090369,96.8914342848
22.3508614669,98.4457321039
23.9899266384,100.729451087
18.75351106,104.173730988
19.9207447976,98.1046058687
24.5129934368,99.9536851108
24.3514404448,103.438351881
22.670788573,101.944680313
33.3132752306,107.931540638
24.6573877504,101.27065558
29.5990218512,103.269030215
27.7634155128,101.448655614
28.8341827812,102.334236265
27.0769119239,99.551452472
32.7986921188,100.709853409
28.6138643311,104.155606922
30.0235188984,99.1405681302
24.5444486288,103.466260621
23.9077880749,98.5061956589
30.8008501206,97.5051255716
29.9814235677,99.4091967491
28.7000969924,102.849883466
24.8977399556,97.4544583865
32.7237680047,98.944719538
27.1077241467,100.862036288
25.843356312,101.038819547
28.9626531919,97.651442159
27.8883853878,102.272214179
28.1352751522,99.8282476775
26.5250815413,99.4590975714
32.1428182403,99.496422423
28.4427087822,95.8998654938
35.3754321953,105.687241001
35.1551525364,101.335511995
34.7730578898,97.4796563047
34.0216248777,101.043186037
31.7536991918,109.945264632
32.5058345021,103.756325739
28.7553483566,107.693351202
35.8548697801,106.83227858
33.4595449631,108.163243538
35.3972398148,106.771117696
30.4226710182,106.439439466
28.2785155762,106.64744474
28.7756092115,104.550014424
26.5249729318,100.446213441
32.1479877275,101.758039115
32.4083127384,100.255961723
33.7200539449,107.411335999
35.3888265756,105.760529818
27.4464706839,104.886331763
37.6859156577,103.027393679
37.9885050186,100.095728984
29.3191856167,105.748918684
28.1971085013,102.843788535
32.9053292865,103.653126098
28.5988084705,103.605866336
32.4534667055,109.626214676
33.7403075749,116.182518133
31.6545382619,110.29230764
30.7729051196,108.429381728
30.5914430556,108.146954829
38.4013496513,111.081624239
29.7460473444,110.709607156
30.9369504185,111.187425953
32.5196705365,111.544267367
35.0114411028,106.423326918
30.3861246142,115.751082993
36.6620655522,115.799702347
30.3750483735,109.758636317
30.6706135252,114.601753216
32.1052659974,113.568078231
32.2412210134,110.220163425
32.475968616,112.311945025
33.6366732058,111.459288423
29.9224549802,107.060402837
32.8647907664,115.476904074
30.8593048266,113.834288758
32.4849003622,108.534388428
34.0207644274,110.76248037
31.1729515963,104.052111806
32.4480563815,113.901277934
32.7057568647,119.427800108
28.9941809745,121.592098447
32.1158549884,114.29895389
22.5407214588,120.402757089
29.1667333708,117.619640301
26.2985706169,122.568085546
27.3689269987,118.32085114
30.5603275665,116.84198154
23.7642377942,117.005831683
31.0649727798,118.035547755
27.7348796284,116.367258195
30.4985682763,121.609233366
26.8107100413,119.107363631
25.1407493466,119.248072141
31.4326596632,119.804234349
25.7891175865,118.061769469
30.0069883055,117.792268121
26.8073730859,117.918055362
28.6445494195,115.441254148
26.4025927118,120.722268616
28.5091925399,117.914099468
25.2065291753,116.557073013
30.700751343,115.148015624
29.6505416136,116.921987555
30.8261672866,121.393134921
21.7467390789,123.068444611
20.6537519032,124.997235457
21.6187999065,125.444738325
21.072293937,119.020360728
20.5487810033,122.409498237
22.9902655596,117.269680638
22.5129637048,116.601678497
18.9059894724,124.582397082
22.2229564941,122.965133225
18.6163889821,125.676588764
22.9519778044,123.307837877
25.9591333453,122.934728677
25.1388227148,122.102305099
20.3068813603,122.563506687
18.938200032,124.164644217
28.5482242231,127.668817894
16.9290147109,126.275430192
20.5383426957,125.414578687
25.1203629379,123.170433465
22.2587374401,123.997692049
17.4221996781,130.987528374
20.9885574848,118.978851767
24.3745035952,123.584109851
18.7728135903,119.634548891
21.1841376039,122.672365101
9.12087158513,121.598004383
10.8432830941,130.115570548
7.7860013689,125.063464429
9.62258163124,129.451594469
10.954231007,127.134524216
17.7624438827,122.317833833
11.5242438494,125.491373719
10.4599008858,119.511639792
9.20843300783,125.77701173
8.77149015982,123.790907602
8.89868884938,129.079632366
9.64779997959,127.41106378
7.15500495522,121.828318681
9.14772140559,123.449793759
9.70719476908,123.00515877
6.02929266198,130.439378756
13.2383362909,125.932068121
13.5041775019,128.825031245
6.95419223339,125.818086886
13.0481606493,126.314850497
12.3010290104,121.485244254
13.9681480137,121.424859931
19.1013017293,128.820268106
9.07508449467,124.989362194
11.6265515925,131.466066273
0.897773214835,115.887533719
1.39508234035,126.476822917
-4.03845064142,124.026585312
-5.44118207193,121.886337071
0.556023122757,122.48872118
3.60971102894,124.731271355
-2.62472865532,122.399530182
-3.37529119826,127.184038754
-3.89279834745,126.49613682
1.12939946886,122.544918521
-0.750699720932,126.281044763
-0.502228722034,122.738460063
1.97874506095,123.982046112
-1.70017064811,127.224865443
0.0913810100181,123.467907891
-0.276508415388,123.880073344
-1.43288983558,129.871631621
-1.64314219742,130.793759519
0.0361629959216,123.858466515
6.98344271229,131.153613139
2.25809307374,115.597998042
2.19235275672,127.457537969
6.11664190879,123.31052094
2.30549607971,124.901095638
1.95399835483,122.631848415
-13.7144594386,119.283612793
-11.6791115592,118.152328833
-8.99220148174,119.111002959
-7.70371827987,118.672421753
-9.89676726709,115.309507672
-9.58552306556,116.918659545
-7.53645105628,112.988586908
-13.852137292,123.944995096
-10.7934394715,116.868213719
-12.5765174123,118.245498325
-12.3073432984,114.137618295
-15.079536111,122.823932671
-12.4709499399,122.839465541
-12.5455324079,119.255169512
-14.5657222998,115.969973185
-10.8107670343,118.727918223
-4.84172732513,125.240078713
-9.93509877274,117.061799887
-13.8884455263,122.355152672
-11.6300240485,116.87430958
-9.14849643544,123.531515035
-9.74656285627,112.097268439
-8.4347787857,120.082438263
-10.4267075069,107.171198651
-13.367454125,116.523914171
-19.6754329252,104.765289666
-24.4540444407,107.747939432
-20.4537264695,100.196516487
-23.7748294485,106.75315388
-19.5676875842,108.140695524
-21.166313214,103.750317346
-21.0391220809,107.186231724
-26.3024686287,115.062884669
-18.6690450175,105.422437211
-18.9830813672,103.08995947
-22.4673855282,106.556772962
-22.9087517331,102.353109952
-21.3094042112,105.336598083
-21.9016375501,103.176533871
-22.6080144746,109.772784073
-19.9822695492,107.278674705
-19.2652204619,100.595412249
-20.0832772008,105.46543154
-22.7166043152,109.84109933
-21.1607826464,103.45084159
-18.6633859998,107.502988551
-23.5945616687,108.084300177
-21.8405688635,107.229747529
-23.2055852807,109.25185824
-25.299215367,105.341440271
-27.5169577058,87.8838680389
-27.1536270841,88.1971607067
-29.5868880561,91.3050081835
-24.2794505302,85.8750123252
-24.3608599882,94.4480006957
-26.4710160597,94.4816232759
-27.8983438663,91.0328481231
-19.7421992647,93.8412096689
-23.8709041146,91.2090432909
-22.0866796269,91.3146890497
-24.1129007764,95.2701786459
-27.0487594733,86.6818724392
-27.6121111512,89.5034487214
-24.5417339473,92.9773492748
-21.1153656137,88.4122834685
-25.2354046094,94.6408730592
-26.3963367398,92.833785986
-26.5462263017,90.0087784923
-28.2622829026,88.8039183168
-21.1301640162,88.4721025783
-25.1152214703,91.6822542525
-23.0549652246,89.5796161998
-21.9254917581,96.1889466722
-27.1124954092,91.7836406118
-32.393594582,91.0719625997
-27.0496916038,71.8537521358
-24.8845125769,71.5887415964
-31.2426783252,68.0482206912
-25.1460816302,71.1050188596
-25.9858365469,72.0505700475
-25.5664325708,67.1410017158
-28.0088005307,68.709659002
-26.2544205909,73.441118207
-22.9216708233,68.8678488657
